GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,DSN001,DSN002
"G2901470","1980","2","4","Missouri","29",,"Nodaway","147",,,,,,,,,"NODAWAY COUNTY",6503,375
"G2901490","1980","2","4","Missouri","29",,"Oregon","149",,,,,,,,,"OREGON COUNTY",2908,538
"G2901510","1980","2","4","Missouri","29",,"Osage","151",,,,,,,,,"OSAGE COUNTY",3340,292
"G2901530","1980","2","4","Missouri","29",,"Ozark","153",,,,,,,,,"OZARK COUNTY",2259,396
"G2901550","1980","2","4","Missouri","29",,"Pemiscot","155",,,,,,,,,"PEMISCOT COUNTY",6040,1952
"G2901570","1980","2","4","Missouri","29",,"Perry","157",,,,,,,,,"PERRY COUNTY",4843,372
"G2901590","1980","2","4","Missouri","29",,"Pettis","159",,,,,,,,,"PETTIS COUNTY",11456,913
"G2901610","1980","2","4","Missouri","29",,"Phelps","161",,,,,,,,,"PHELPS COUNTY",9814,709
"G2901630","1980","2","4","Missouri","29",,"Pike","163",,,,,,,,,"PIKE COUNTY",5354,429
"G2901650","1980","2","4","Missouri","29","3760","Platte","165",,,,,,,,,"PLATTE COUNTY",14418,460
"G2901670","1980","2","4","Missouri","29",,"Polk","167",,,,,,,,,"POLK COUNTY",5459,579
"G2901690","1980","2","4","Missouri","29",,"Pulaski","169",,,,,,,,,"PULASKI COUNTY",9116,594
"G2901710","1980","2","4","Missouri","29",,"Putnam","171",,,,,,,,,"PUTNAM COUNTY",2005,164
"G2901730","1980","2","4","Missouri","29",,"Ralls","173",,,,,,,,,"RALLS COUNTY",2720,182
"G2901750","1980","2","4","Missouri","29",,"Randolph","175",,,,,,,,,"RANDOLPH COUNTY",7794,550
"G2901770","1980","2","4","Missouri","29","3760","Ray","177",,,,,,,,,"RAY COUNTY",6159,381
"G2901790","1980","2","4","Missouri","29",,"Reynolds","179",,,,,,,,,"REYNOLDS COUNTY",1995,361
"G2901810","1980","2","4","Missouri","29",,"Ripley","181",,,,,,,,,"RIPLEY COUNTY",3435,756
"G2901830","1980","2","4","Missouri","29","7040","St Charles","183",,,,,,,,,"ST. CHARLES COUNTY",40530,1523
"G2901850","1980","2","4","Missouri","29",,"St Clair","185",,,,,,,,,"ST. CLAIR COUNTY",2758,340
"G2901860","1980","2","4","Missouri","29",,"Ste Genevieve","186",,,,,,,,,"STE. GENEVIEVE COUNTY",4191,302
"G2901870","1980","2","4","Missouri","29",,"St Francois","187",,,,,,,,,"ST. FRANCOIS COUNTY",12406,1375
"G2901890","1980","2","4","Missouri","29","7040","St Louis","189",,,,,,,,,"ST. LOUIS COUNTY",304341,10634
"G2901950","1980","2","4","Missouri","29",,"Saline","195",,,,,,,,,"SALINE COUNTY",7959,509
"G2901970","1980","2","4","Missouri","29",,"Schuyler","197",,,,,,,,,"SCHUYLER COUNTY",1572,158
"G2901990","1980","2","4","Missouri","29",,"Scotland","199",,,,,,,,,"SCOTLAND COUNTY",1594,144
"G2902010","1980","2","4","Missouri","29",,"Scott","201",,,,,,,,,"SCOTT COUNTY",11055,1523
"G2902030","1980","2","4","Missouri","29",,"Shannon","203",,,,,,,,,"SHANNON COUNTY",2303,292
"G2902050","1980","2","4","Missouri","29",,"Shelby","205",,,,,,,,,"SHELBY COUNTY",2580,252
"G2902070","1980","2","4","Missouri","29",,"Stoddard","207",,,,,,,,,"STODDARD COUNTY",8533,1233
"G2902090","1980","2","4","Missouri","29",,"Stone","209",,,,,,,,,"STONE COUNTY",5107,410
"G2902110","1980","2","4","Missouri","29",,"Sullivan","211",,,,,,,,,"SULLIVAN COUNTY",2196,326
"G2902130","1980","2","4","Missouri","29",,"Taney","213",,,,,,,,,"TANEY COUNTY",6507,457
"G2902150","1980","2","4","Missouri","29",,"Texas","215",,,,,,,,,"TEXAS COUNTY",6556,670
"G2902170","1980","2","4","Missouri","29",,"Vernon","217",,,,,,,,,"VERNON COUNTY",6139,585
"G2902190","1980","2","4","Missouri","29",,"Warren","219",,,,,,,,,"WARREN COUNTY",4555,282
"G2902210","1980","2","4","Missouri","29",,"Washington","221",,,,,,,,,"WASHINGTON COUNTY",4583,752
"G2902230","1980","2","4","Missouri","29",,"Wayne","223",,,,,,,,,"WAYNE COUNTY",3314,473
"G2902250","1980","2","4","Missouri","29",,"Webster","225",,,,,,,,,"WEBSTER COUNTY",5768,718
"G2902270","1980","2","4","Missouri","29",,"Worth","227",,,,,,,,,"WORTH COUNTY",959,127
"G2902290","1980","2","4","Missouri","29",,"Wright","229",,,,,,,,,"WRIGHT COUNTY",4871,776
"G2905100","1980","2","4","Missouri","29","7040","St Louis City","510",,,,,,,,,"ST. LOUIS CITY",135163,19800
"G3000010","1980","4","8","Montana","30",,"Beaverhead","001",,,,,,,,,"BEAVERHEAD COUNTY",2593,131
"G3000030","1980","4","8","Montana","30",,"Big Horn","003",,,,,,,,,"BIG HORN COUNTY",2383,327
"G3000050","1980","4","8","Montana","30",,"Blaine","005",,,,,,,,,"BLAINE COUNTY",1716,113
"G3000070","1980","4","8","Montana","30",,"Broadwater","007",,,,,,,,,"BROADWATER COUNTY",930,31
"G3000090","1980","4","8","Montana","30",,"Carbon","009",,,,,,,,,"CARBON COUNTY",2581,129
"G3000110","1980","4","8","Montana","30",,"Carter","011",,,,,,,,,"CARTER COUNTY",564,4
"G3000130","1980","4","8","Montana","30","3040","Cascade","013",,,,,,,,,"CASCADE COUNTY",24254,1454
"G3000150","1980","4","8","Montana","30",,"Chouteau","015",,,,,,,,,"CHOUTEAU COUNTY",1825,41
"G3000170","1980","4","8","Montana","30",,"Custer","017",,,,,,,,,"CUSTER COUNTY",4151,227
"G3000190","1980","4","8","Montana","30",,"Daniels","019",,,,,,,,,"DANIELS COUNTY",804,22
"G3000210","1980","4","8","Montana","30",,"Dawson","021",,,,,,,,,"DAWSON COUNTY",3759,94
"G3000230","1980","4","8","Montana","30",,"Deer Lodge","023",,,,,,,,,"DEER LODGE COUNTY",3621,246
"G3000250","1980","4","8","Montana","30",,"Fallon","025",,,,,,,,,"FALLON COUNTY",1301,28
"G3000270","1980","4","8","Montana","30",,"Fergus","027",,,,,,,,,"FERGUS COUNTY",3995,219
"G3000290","1980","4","8","Montana","30",,"Flathead","029",,,,,,,,,"FLATHEAD COUNTY",16096,734
"G3000310","1980","4","8","Montana","30",,"Gallatin","031",,,,,,,,,"GALLATIN COUNTY",13206,384
"G3000330","1980","4","8","Montana","30",,"Garfield","033",,,,,,,,,"GARFIELD COUNTY",500,15
"G3000350","1980","4","8","Montana","30",,"Glacier","035",,,,,,,,,"GLACIER COUNTY",2215,93
"G3000370","1980","4","8","Montana","30",,"Golden Valley","037",,,,,,,,,"GOLDEN VALLEY COUNTY",260,13
"G3000390","1980","4","8","Montana","30",,"Granite","039",,,,,,,,,"GRANITE COUNTY",859,38
"G3000410","1980","4","8","Montana","30",,"Hill","041",,,,,,,,,"HILL COUNTY",5575,197
"G3000430","1980","4","8","Montana","30",,"Jefferson","043",,,,,,,,,"JEFFERSON COUNTY",1989,82
"G3000450","1980","4","8","Montana","30",,"Judith Basin","045",,,,,,,,,"JUDITH BASIN COUNTY",875,36
"G3000470","1980","4","8","Montana","30",,"Lake","047",,,,,,,,,"LAKE COUNTY",5007,437
"G3000490","1980","4","8","Montana","30",,"Lewis And Clark","049",,,,,,,,,"LEWIS AND CLARK COUNTY",13604,687
"G3000510","1980","4","8","Montana","30",,"Liberty","051",,,,,,,,,"LIBERTY COUNTY",816,14
"G3000530","1980","4","8","Montana","30",,"Lincoln","053",,,,,,,,,"LINCOLN COUNTY",5354,304
"G3000550","1980","4","8","Montana","30",,"McCone","055",,,,,,,,,"MCCONE COUNTY",783,40
"G3000570","1980","4","8","Montana","30",,"Madison","057",,,,,,,,,"MADISON COUNTY",1362,29
"G3000590","1980","4","8","Montana","30",,"Meagher","059",,,,,,,,,"MEAGHER COUNTY",675,40
"G3000610","1980","4","8","Montana","30",,"Mineral","061",,,,,,,,,"MINERAL COUNTY",1201,42
"G3000630","1980","4","8","Montana","30",,"Missoula","063",,,,,,,,,"MISSOULA COUNTY",24483,1096
"G3000650","1980","4","8","Montana","30",,"Musselshell","065",,,,,,,,,"MUSSELSHELL COUNTY",1416,68
"G3000670","1980","4","8","Montana","30",,"Park","067",,,,,,,,,"PARK COUNTY",4196,181
"G3000690","1980","4","8","Montana","30",,"Petroleum","069",,,,,,,,,"PETROLEUM COUNTY",221,3
"G3000710","1980","4","8","Montana","30",,"Phillips","071",,,,,,,,,"PHILLIPS COUNTY",1640,51
"G3000730","1980","4","8","Montana","30",,"Pondera","073",,,,,,,,,"PONDERA COUNTY",2004,96
"G3000750","1980","4","8","Montana","30",,"Powder River","075",,,,,,,,,"POWDER RIVER COUNTY",795,8
"G3000770","1980","4","8","Montana","30",,"Powell","077",,,,,,,,,"POWELL COUNTY",1834,128
"G3000790","1980","4","8","Montana","30",,"Prairie","079",,,,,,,,,"PRAIRIE COUNTY",608,17
"G3000810","1980","4","8","Montana","30",,"Ravalli","081",,,,,,,,,"RAVALLI COUNTY",6789,336
"G3000830","1980","4","8","Montana","30",,"Richland","083",,,,,,,,,"RICHLAND COUNTY",3650,126
"G3000850","1980","4","8","Montana","30",,"Roosevelt","085",,,,,,,,,"ROOSEVELT COUNTY",2600,248
"G3000870","1980","4","8","Montana","30",,"Rosebud","087",,,,,,,,,"ROSEBUD COUNTY",2577,116
"G3000890","1980","4","8","Montana","30",,"Sanders","089",,,,,,,,,"SANDERS COUNTY",2666,126
"G3000910","1980","4","8","Montana","30",,"Sheridan","091",,,,,,,,,"SHERIDAN COUNTY",1595,57
"G3000930","1980","4","8","Montana","30",,"Silver Bow","093",,,,,,,,,"SILVER BOW COUNTY",12165,809
"G3000950","1980","4","8","Montana","30",,"Stillwater","095",,,,,,,,,"STILLWATER COUNTY",1778,93
"G3000970","1980","4","8","Montana","30",,"Sweet Grass","097",,,,,,,,,"SWEET GRASS COUNTY",1111,38
"G3000990","1980","4","8","Montana","30",,"Teton","099",,,,,,,,,"TETON COUNTY",1936,52
"G3001010","1980","4","8","Montana","30",,"Toole","101",,,,,,,,,"TOOLE COUNTY",1907,56
"G3001030","1980","4","8","Montana","30",,"Treasure","103",,,,,,,,,"TREASURE COUNTY",329,7
"G3001050","1980","4","8","Montana","30",,"Valley","105",,,,,,,,,"VALLEY COUNTY",3025,143
"G3001070","1980","4","8","Montana","30",,"Wheatland","107",,,,,,,,,"WHEATLAND COUNTY",728,38
"G3001090","1980","4","8","Montana","30",,"Wibaux","109",,,,,,,,,"WIBAUX COUNTY",395,13
"G3001110","1980","4","8","Montana","30","0880","Yellowstone","111",,,,,,,,,"YELLOWSTONE COUNTY",33455,1571
"G3001130","1980","4","8","Montana","30",,"Yellowstone National Park","113",,,,,,,,,"YELLOWSTONE NATIONAL PARK",110,0
"G3100010","1980","2","4","Nebraska","31",,"Adams","001",,,,,,,,,"ADAMS COUNTY",10317,341
"G3100030","1980","2","4","Nebraska","31",,"Antelope","003",,,,,,,,,"ANTELOPE COUNTY",2708,76
"G3100050","1980","2","4","Nebraska","31",,"Arthur","005",,,,,,,,,"ARTHUR COUNTY",177,5
"G3100070","1980","2","4","Nebraska","31",,"Banner","007",,,,,,,,,"BANNER COUNTY",245,7
"G3100090","1980","2","4","Nebraska","31",,"Blaine","009",,,,,,,,,"BLAINE COUNTY",268,10
"G3100110","1980","2","4","Nebraska","31",,"Boone","011",,,,,,,,,"BOONE COUNTY",2311,99
"G3100130","1980","2","4","Nebraska","31",,"Box Butte","013",,,,,,,,,"BOX BUTTE COUNTY",4779,112
"G3100150","1980","2","4","Nebraska","31",,"Boyd","015",,,,,,,,,"BOYD COUNTY",1087,33
"G3100170","1980","2","4","Nebraska","31",,"Brown","017",,,,,,,,,"BROWN COUNTY",1360,62
"G3100190","1980","2","4","Nebraska","31",,"Buffalo","019",,,,,,,,,"BUFFALO COUNTY",11338,346
"G3100210","1980","2","4","Nebraska","31",,"Burt","021",,,,,,,,,"BURT COUNTY",2879,172
"G3100230","1980","2","4","Nebraska","31",,"Butler","023",,,,,,,,,"BUTLER COUNTY",2967,69
"G3100250","1980","2","4","Nebraska","31",,"Cass","025",,,,,,,,,"CASS COUNTY",5913,241
"G3100270","1980","2","4","Nebraska","31",,"Cedar","027",,,,,,,,,"CEDAR COUNTY",3209,137
"G3100290","1980","2","4","Nebraska","31",,"Chase","029",,,,,,,,,"CHASE COUNTY",1190,41
"G3100310","1980","2","4","Nebraska","31",,"Cherry","031",,,,,,,,,"CHERRY COUNTY",2261,36
"G3100330","1980","2","4","Nebraska","31",,"Cheyenne","033",,,,,,,,,"CHEYENNE COUNTY",3532,124
"G3100350","1980","2","4","Nebraska","31",,"Clay","035",,,,,,,,,"CLAY COUNTY",2669,103
"G3100370","1980","2","4","Nebraska","31",,"Colfax","037",,,,,,,,,"COLFAX COUNTY",3278,95
"G3100390","1980","2","4","Nebraska","31",,"Cuming","039",,,,,,,,,"CUMING COUNTY",3522,68
"G3100410","1980","2","4","Nebraska","31",,"Custer","041",,,,,,,,,"CUSTER COUNTY",4476,172
"G3100430","1980","2","4","Nebraska","31","7720","Dakota","043",,,,,,,,,"DAKOTA COUNTY",4913,228
"G3100450","1980","2","4","Nebraska","31",,"Dawes","045",,,,,,,,,"DAWES COUNTY",2872,144
"G3100470","1980","2","4","Nebraska","31",,"Dawson","047",,,,,,,,,"DAWSON COUNTY",7218,280
"G3100490","1980","2","4","Nebraska","31",,"Deuel","049",,,,,,,,,"DEUEL COUNTY",912,25
"G3100510","1980","2","4","Nebraska","31",,"Dixon","051",,,,,,,,,"DIXON COUNTY",2147,109
"G3100530","1980","2","4","Nebraska","31",,"Dodge","053",,,,,,,,,"DODGE COUNTY",11427,441
"G3100550","1980","2","4","Nebraska","31","5920","Douglas","055",,,,,,,,,"DOUGLAS COUNTY",125957,7809
"G3100570","1980","2","4","Nebraska","31",,"Dundy","057",,,,,,,,,"DUNDY COUNTY",826,47
"G3100590","1980","2","4","Nebraska","31",,"Fillmore","059",,,,,,,,,"FILLMORE COUNTY",2589,100
"G3100610","1980","2","4","Nebraska","31",,"Franklin","061",,,,,,,,,"FRANKLIN COUNTY",1483,93
"G3100630","1980","2","4","Nebraska","31",,"Frontier","063",,,,,,,,,"FRONTIER COUNTY",1187,36
"G3100650","1980","2","4","Nebraska","31",,"Furnas","065",,,,,,,,,"FURNAS COUNTY",2348,87
"G3100670","1980","2","4","Nebraska","31",,"Gage","067",,,,,,,,,"GAGE COUNTY",8030,348
"G3100690","1980","2","4","Nebraska","31",,"Garden","069",,,,,,,,,"GARDEN COUNTY",939,12
"G3100710","1980","2","4","Nebraska","31",,"Garfield","071",,,,,,,,,"GARFIELD COUNTY",832,25
"G3100730","1980","2","4","Nebraska","31",,"Gosper","073",,,,,,,,,"GOSPER COUNTY",558,10
"G3100750","1980","2","4","Nebraska","31",,"Grant","075",,,,,,,,,"GRANT COUNTY",290,4
"G3100770","1980","2","4","Nebraska","31",,"Greeley","077",,,,,,,,,"GREELEY COUNTY",1037,35
"G3100790","1980","2","4","Nebraska","31",,"Hall","079",,,,,,,,,"HALL COUNTY",14904,553
"G3100810","1980","2","4","Nebraska","31",,"Hamilton","081",,,,,,,,,"HAMILTON COUNTY",2894,65
"G3100830","1980","2","4","Nebraska","31",,"Harlan","083",,,,,,,,,"HARLAN COUNTY",1316,38
"G3100850","1980","2","4","Nebraska","31",,"Hayes","085",,,,,,,,,"HAYES COUNTY",264,17
"G3100870","1980","2","4","Nebraska","31",,"Hitchcock","087",,,,,,,,,"HITCHCOCK COUNTY",1321,37
"G3100890","1980","2","4","Nebraska","31",,"Holt","089",,,,,,,,,"HOLT COUNTY",4216,155
"G3100910","1980","2","4","Nebraska","31",,"Hooker","091",,,,,,,,,"HOOKER COUNTY",325,19
"G3100930","1980","2","4","Nebraska","31",,"Howard","093",,,,,,,,,"HOWARD COUNTY",1785,82
"G3100950","1980","2","4","Nebraska","31",,"Jefferson","095",,,,,,,,,"JEFFERSON COUNTY",3372,117
"G3100970","1980","2","4","Nebraska","31",,"Johnson","097",,,,,,,,,"JOHNSON COUNTY",1714,69
"G3100990","1980","2","4","Nebraska","31",,"Kearney","099",,,,,,,,,"KEARNEY COUNTY",1894,45
"G3101010","1980","2","4","Nebraska","31",,"Keith","101",,,,,,,,,"KEITH COUNTY",2975,71
"G3101030","1980","2","4","Nebraska","31",,"Keya Paha","103",,,,,,,,,"KEYA PAHA COUNTY",401,8
"G3101050","1980","2","4","Nebraska","31",,"Kimball","105",,,,,,,,,"KIMBALL COUNTY",1563,152
"G3101070","1980","2","4","Nebraska","31",,"Knox","107",,,,,,,,,"KNOX COUNTY",3627,145
"G3101090","1980","2","4","Nebraska","31","4360","Lancaster","109",,,,,,,,,"LANCASTER COUNTY",62609,2511
"G3101110","1980","2","4","Nebraska","31",,"Lincoln","111",,,,,,,,,"LINCOLN COUNTY",11614,454
"G3101130","1980","2","4","Nebraska","31",,"Logan","113",,,,,,,,,"LOGAN COUNTY",309,5
"G3101150","1980","2","4","Nebraska","31",,"Loup","115",,,,,,,,,"LOUP COUNTY",261,17
"G3101170","1980","2","4","Nebraska","31",,"McPherson","117",,,,,,,,,"MCPHERSON COUNTY",209,0
"G3101190","1980","2","4","Nebraska","31",,"Madison","119",,,,,,,,,"MADISON COUNTY",9751,390
"G3101210","1980","2","4","Nebraska","31",,"Merrick","121",,,,,,,,,"MERRICK COUNTY",2828,96
"G3101230","1980","2","4","Nebraska","31",,"Morrill","123",,,,,,,,,"MORRILL COUNTY",2002,61
"G3101250","1980","2","4","Nebraska","31",,"Nance","125",,,,,,,,,"NANCE COUNTY",1545,43
"G3101270","1980","2","4","Nebraska","31",,"Nemaha","127",,,,,,,,,"NEMAHA COUNTY",2703,135
"G3101290","1980","2","4","Nebraska","31",,"Nuckolls","129",,,,,,,,,"NUCKOLLS COUNTY",2238,125
"G3101310","1980","2","4","Nebraska","31",,"Otoe","131",,,,,,,,,"OTOE COUNTY",5011,241
"G3101330","1980","2","4","Nebraska","31",,"Pawnee","133",,,,,,,,,"PAWNEE COUNTY",1325,60
"G3101350","1980","2","4","Nebraska","31",,"Perkins","135",,,,,,,,,"PERKINS COUNTY",1203,37
"G3101370","1980","2","4","Nebraska","31",,"Phelps","137",,,,,,,,,"PHELPS COUNTY",2990,92
"G3101390","1980","2","4","Nebraska","31",,"Pierce","139",,,,,,,,,"PIERCE COUNTY",2614,61
"G3101410","1980","2","4","Nebraska","31",,"Platte","141",,,,,,,,,"PLATTE COUNTY",9144,206
"G3101430","1980","2","4","Nebraska","31",,"Polk","143",,,,,,,,,"POLK COUNTY",1991,58
"G3101450","1980","2","4","Nebraska","31",,"Red Willow","145",,,,,,,,,"RED WILLOW COUNTY",4306,172
"G3101470","1980","2","4","Nebraska","31",,"Richardson","147",,,,,,,,,"RICHARDSON COUNTY",3675,149
"G3101490","1980","2","4","Nebraska","31",,"Rock","149",,,,,,,,,"ROCK COUNTY",720,20
"G3101510","1980","2","4","Nebraska","31",,"Saline","151",,,,,,,,,"SALINE COUNTY",4293,113
"G3101530","1980","2","4","Nebraska","31","5920","Sarpy","153",,,,,,,,,"SARPY COUNTY",23721,642
"G3101550","1980","2","4","Nebraska","31",,"Saunders","155",,,,,,,,,"SAUNDERS COUNTY",5864,190
"G3101570","1980","2","4","Nebraska","31",,"Scotts Bluff","157",,,,,,,,,"SCOTTS BLUFF COUNTY",11928,659
"G3101590","1980","2","4","Nebraska","31",,"Seward","159",,,,,,,,,"SEWARD COUNTY",4461,150
"G3101610","1980","2","4","Nebraska","31",,"Sheridan","161",,,,,,,,,"SHERIDAN COUNTY",2290,95
"G3101630","1980","2","4","Nebraska","31",,"Sherman","163",,,,,,,,,"SHERMAN COUNTY",1350,58
"G3101650","1980","2","4","Nebraska","31",,"Sioux","165",,,,,,,,,"SIOUX COUNTY",564,19
"G3101670","1980","2","4","Nebraska","31",,"Stanton","167",,,,,,,,,"STANTON COUNTY",1843,59
"G3101690","1980","2","4","Nebraska","31",,"Thayer","169",,,,,,,,,"THAYER COUNTY",2492,109
"G3101710","1980","2","4","Nebraska","31",,"Thomas","171",,,,,,,,,"THOMAS COUNTY",322,6
"G3101730","1980","2","4","Nebraska","31",,"Thurston","173",,,,,,,,,"THURSTON COUNTY",1764,233
"G3101750","1980","2","4","Nebraska","31",,"Valley","175",,,,,,,,,"VALLEY COUNTY",1947,42
"G3101770","1980","2","4","Nebraska","31",,"Washington","177",,,,,,,,,"WASHINGTON COUNTY",4677,155
"G3101790","1980","2","4","Nebraska","31",,"Wayne","179",,,,,,,,,"WAYNE COUNTY",2985,74
"G3101810","1980","2","4","Nebraska","31",,"Webster","181",,,,,,,,,"WEBSTER COUNTY",1654,76
"G3101830","1980","2","4","Nebraska","31",,"Wheeler","183",,,,,,,,,"WHEELER COUNTY",354,14
"G3101850","1980","2","4","Nebraska","31",,"York","185",,,,,,,,,"YORK COUNTY",4481,188
"G3200010","1980","4","8","Nevada","32",,"Churchill","001",,,,,,,,,"CHURCHILL COUNTY",4404,191
