GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,HV5001,HV5002,HV5003,HV5004
"G3000850","2000","4","8","Montana","30","Roosevelt","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Roosevelt County",1898,3361,1772,3589
"G3000870","2000","4","8","Montana","30","Rosebud","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Rosebud County",1611,3127,1535,3110
"G3000890","2000","4","8","Montana","30","Sanders","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sanders County",1276,3906,1150,3895
"G3000910","2000","4","8","Montana","30","Sheridan","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sheridan County",483,1564,438,1620
"G3000930","2000","4","8","Montana","30","Silver Bow","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Silver Bow County",4269,12937,3929,13471
"G3000950","2000","4","8","Montana","30","Stillwater","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stillwater County",1072,3105,990,3028
"G3000970","2000","4","8","Montana","30","Sweet Grass","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sweet Grass County",484,1325,447,1353
"G3000990","2000","4","8","Montana","30","Teton","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Teton County",883,2284,875,2403
"G3001010","2000","4","8","Montana","30","Toole","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Toole County",681,2029,666,1891
"G3001030","2000","4","8","Montana","30","Treasure","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Treasure County",121,323,115,302
"G3001050","2000","4","8","Montana","30","Valley","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Valley County",942,2800,995,2938
"G3001070","2000","4","8","Montana","30","Wheatland","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wheatland County",295,831,307,826
"G3001090","2000","4","8","Montana","30","Wibaux","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wibaux County",135,380,142,411
"G3001110","2000","4","8","Montana","30","Yellowstone","111",,,,,,,,,,,,,"0880","9999","9999",,,,,,,"Yellowstone County",17260,45785,15876,50431
"G3100010","2000","2","4","Nebraska","31","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Adams County",3945,11388,3631,12187
"G3100030","2000","2","4","Nebraska","31","Antelope","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Antelope County",1051,2634,1000,2767
"G3100050","2000","2","4","Nebraska","31","Arthur","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Arthur County",54,174,54,162
"G3100070","2000","2","4","Nebraska","31","Banner","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Banner County",135,291,94,299
"G3100090","2000","2","4","Nebraska","31","Blaine","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Blaine County",87,218,70,208
"G3100110","2000","2","4","Nebraska","31","Boone","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Boone County",944,2187,875,2253
"G3100130","2000","2","4","Nebraska","31","Box Butte","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Box Butte County",1836,4243,1590,4489
"G3100150","2000","2","4","Nebraska","31","Boyd","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Boyd County",284,888,321,945
"G3100170","2000","2","4","Nebraska","31","Brown","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brown County",450,1277,413,1385
"G3100190","2000","2","4","Nebraska","31","Buffalo","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Buffalo County",5333,15349,5156,16421
"G3100210","2000","2","4","Nebraska","31","Burt","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Burt County",1012,2773,991,3015
"G3100230","2000","2","4","Nebraska","31","Butler","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Butler County",1289,3186,1155,3137
"G3100250","2000","2","4","Nebraska","31","Cass","025",,,,,,,,,,,,,"5920","9999","9999",,,,,,,"Cass County",3477,8552,3309,8996
"G3100270","2000","2","4","Nebraska","31","Cedar","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cedar County",1464,3350,1371,3430
"G3100290","2000","2","4","Nebraska","31","Chase","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chase County",519,1489,515,1545
"G3100310","2000","2","4","Nebraska","31","Cherry","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cherry County",884,2188,760,2316
"G3100330","2000","2","4","Nebraska","31","Cheyenne","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cheyenne County",1356,3468,1240,3766
"G3100350","2000","2","4","Nebraska","31","Clay","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",927,2498,1002,2612
"G3100370","2000","2","4","Nebraska","31","Colfax","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Colfax County",1461,3804,1564,3612
"G3100390","2000","2","4","Nebraska","31","Cuming","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cuming County",1482,3727,1279,3715
"G3100410","2000","2","4","Nebraska","31","Custer","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Custer County",1607,4176,1488,4522
"G3100430","2000","2","4","Nebraska","31","Dakota","043",,,,,,,,,,,,,"7720","9999","9999",,,,,,,"Dakota County",3194,6904,2998,7157
"G3100450","2000","2","4","Nebraska","31","Dawes","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dawes County",1023,3413,899,3725
"G3100470","2000","2","4","Nebraska","31","Dawson","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dawson County",3674,8602,3468,8621
"G3100490","2000","2","4","Nebraska","31","Deuel","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Deuel County",236,795,252,815
"G3100510","2000","2","4","Nebraska","31","Dixon","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dixon County",902,2238,837,2362
"G3100530","2000","2","4","Nebraska","31","Dodge","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dodge County",4547,12883,4377,14353
"G3100550","2000","2","4","Nebraska","31","Douglas","055",,,,,,,,,,,,,"5920","9999","9999",,,,,,,"Douglas County",62670,164197,60134,176584
"G3100570","2000","2","4","Nebraska","31","Dundy","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dundy County",279,849,252,912
"G3100590","2000","2","4","Nebraska","31","Fillmore","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fillmore County",882,2313,858,2581
"G3100610","2000","2","4","Nebraska","31","Franklin","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",441,1278,436,1419
"G3100630","2000","2","4","Nebraska","31","Frontier","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Frontier County",421,1143,384,1151
"G3100650","2000","2","4","Nebraska","31","Furnas","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Furnas County",665,1887,622,2150
"G3100670","2000","2","4","Nebraska","31","Gage","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gage County",2813,8282,2748,9150
"G3100690","2000","2","4","Nebraska","31","Garden","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Garden County",264,850,235,943
"G3100710","2000","2","4","Nebraska","31","Garfield","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Garfield County",236,666,208,792
"G3100730","2000","2","4","Nebraska","31","Gosper","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gosper County",257,830,249,807
"G3100750","2000","2","4","Nebraska","31","Grant","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grant County",132,278,86,251
"G3100770","2000","2","4","Nebraska","31","Greeley","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greeley County",391,948,340,1035
"G3100790","2000","2","4","Nebraska","31","Hall","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hall County",7341,19146,7168,19879
"G3100810","2000","2","4","Nebraska","31","Hamilton","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hamilton County",1398,3282,1325,3398
"G3100830","2000","2","4","Nebraska","31","Harlan","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Harlan County",472,1412,448,1454
"G3100850","2000","2","4","Nebraska","31","Hayes","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hayes County",136,402,147,383
"G3100870","2000","2","4","Nebraska","31","Hitchcock","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hitchcock County",390,1148,359,1214
"G3100890","2000","2","4","Nebraska","31","Holt","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Holt County",1598,4030,1525,4398
"G3100910","2000","2","4","Nebraska","31","Hooker","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hooker County",85,275,102,321
"G3100930","2000","2","4","Nebraska","31","Howard","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Howard County",991,2357,854,2365
"G3100950","2000","2","4","Nebraska","31","Jefferson","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",1022,3064,923,3324
"G3100970","2000","2","4","Nebraska","31","Johnson","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Johnson County",547,1618,536,1787
"G3100990","2000","2","4","Nebraska","31","Kearney","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kearney County",983,2433,858,2608
"G3101010","2000","2","4","Nebraska","31","Keith","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Keith County",1184,3191,1063,3437
"G3101030","2000","2","4","Nebraska","31","Keya Paha","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Keya Paha County",113,385,123,362
"G3101050","2000","2","4","Nebraska","31","Kimball","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kimball County",546,1481,462,1600
"G3101070","2000","2","4","Nebraska","31","Knox","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Knox County",1215,3381,1189,3589
"G3101090","2000","2","4","Nebraska","31","Lancaster","109",,,,,,,,,,,,,"4360","9999","9999",,,,,,,"Lancaster County",30192,94774,28643,96682
"G3101110","2000","2","4","Nebraska","31","Lincoln","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lincoln County",4627,12232,4410,13363
"G3101130","2000","2","4","Nebraska","31","Logan","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Logan County",114,277,100,283
"G3101150","2000","2","4","Nebraska","31","Loup","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Loup County",110,251,84,267
"G3101170","2000","2","4","Nebraska","31","McPherson","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McPherson County",80,199,66,188
"G3101190","2000","2","4","Nebraska","31","Madison","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Madison County",4936,12538,4510,13242
"G3101210","2000","2","4","Nebraska","31","Merrick","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Merrick County",1143,2880,1120,3061
"G3101230","2000","2","4","Nebraska","31","Morrill","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Morrill County",751,1936,735,2018
"G3101250","2000","2","4","Nebraska","31","Nance","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Nance County",587,1472,526,1453
"G3101270","2000","2","4","Nebraska","31","Nemaha","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Nemaha County",857,2794,891,3034
"G3101290","2000","2","4","Nebraska","31","Nuckolls","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Nuckolls County",587,1850,611,2009
"G3101310","2000","2","4","Nebraska","31","Otoe","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Otoe County",2092,5430,1952,5922
"G3101330","2000","2","4","Nebraska","31","Pawnee","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pawnee County",356,1140,339,1252
"G3101350","2000","2","4","Nebraska","31","Perkins","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perkins County",458,1155,392,1195
"G3101370","2000","2","4","Nebraska","31","Phelps","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Phelps County",1284,3467,1285,3711
"G3101390","2000","2","4","Nebraska","31","Pierce","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pierce County",1218,2727,1065,2847
"G3101410","2000","2","4","Nebraska","31","Platte","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Platte County",4713,11038,4468,11443
"G3101430","2000","2","4","Nebraska","31","Polk","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Polk County",761,2051,656,2171
"G3101450","2000","2","4","Nebraska","31","Red Willow","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Red Willow County",1479,4120,1372,4477
"G3101470","2000","2","4","Nebraska","31","Richardson","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Richardson County",1236,3366,1190,3739
"G3101490","2000","2","4","Nebraska","31","Rock","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Rock County",192,631,206,727
"G3101510","2000","2","4","Nebraska","31","Saline","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Saline County",1805,5128,1612,5298
"G3101530","2000","2","4","Nebraska","31","Sarpy","153",,,,,,,,,,,,,"5920","9999","9999",,,,,,,"Sarpy County",19244,41665,18136,43550
"G3101550","2000","2","4","Nebraska","31","Saunders","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Saunders County",2793,7067,2741,7229
"G3101570","2000","2","4","Nebraska","31","Scotts Bluff","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Scotts Bluff County",4679,12724,4894,14654
"G3101590","2000","2","4","Nebraska","31","Seward","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Seward County",2087,6277,2019,6113
"G3101610","2000","2","4","Nebraska","31","Sheridan","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sheridan County",828,2213,745,2412
"G3101630","2000","2","4","Nebraska","31","Sherman","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sherman County",410,1220,402,1286
"G3101650","2000","2","4","Nebraska","31","Sioux","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sioux County",214,564,148,549
"G3101670","2000","2","4","Nebraska","31","Stanton","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stanton County",972,2217,947,2319
"G3101690","2000","2","4","Nebraska","31","Thayer","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Thayer County",751,2216,700,2388
"G3101710","2000","2","4","Nebraska","31","Thomas","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Thomas County",105,262,69,293
"G3101730","2000","2","4","Nebraska","31","Thurston","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Thurston County",1329,2218,1324,2300
"G3101750","2000","2","4","Nebraska","31","Valley","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Valley County",561,1660,589,1837
"G3101770","2000","2","4","Nebraska","31","Washington","177",,,,,,,,,,,,,"5920","9999","9999",,,,,,,"Washington County",2577,6698,2516,6989
"G3101790","2000","2","4","Nebraska","31","Wayne","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wayne County",976,3696,1158,4021
"G3101810","2000","2","4","Nebraska","31","Webster","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Webster County",470,1488,488,1615
"G3101830","2000","2","4","Nebraska","31","Wheeler","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wheeler County",124,319,132,311
"G3101850","2000","2","4","Nebraska","31","York","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"York County",1863,5125,1825,5785
"G3200010","2000","4","8","Nevada","32","Churchill","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Churchill County",3436,8446,3501,8599
"G3200030","2000","4","8","Nevada","32","Clark","003",,,,,,,,,,,,,"4120","9999","9999",,,,,,,"Clark County",179947,518572,170383,506863
"G3200050","2000","4","8","Nevada","32","Douglas","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Douglas County",5099,15715,4776,15669
"G3200070","2000","4","8","Nevada","32","Elko","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Elko County",7635,15944,7023,14689
"G3200090","2000","4","8","Nevada","32","Esmeralda","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Esmeralda County",111,425,85,350
"G3200110","2000","4","8","Nevada","32","Eureka","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Eureka County",232,630,229,560
"G3200130","2000","4","8","Nevada","32","Humboldt","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Humboldt County",2708,5808,2352,5238
"G3200150","2000","4","8","Nevada","32","Lander","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lander County",950,2002,908,1934
"G3200170","2000","4","8","Nevada","32","Lincoln","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lincoln County",668,1492,589,1416
"G3200190","2000","4","8","Nevada","32","Lyon","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lyon County",4888,12548,4422,12643
"G3200210","2000","4","8","Nevada","32","Mineral","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mineral County",653,1909,573,1936
"G3200230","2000","4","8","Nevada","32","Nye","023",,,,,,,,,,,,,"4120","9999","9999",,,,,,,"Nye County",3965,12659,3641,12220
"G3200270","2000","4","8","Nevada","32","Pershing","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pershing County",881,3216,819,1777
"G3200290","2000","4","8","Nevada","32","Storey","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Storey County",359,1398,294,1348
"G3200310","2000","4","8","Nevada","32","Washoe","031",,,,,,,,,,,,,"6720","9999","9999",,,,,,,"Washoe County",43072,128551,41113,126750
"G3200330","2000","4","8","Nevada","32","White Pine","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"White Pine County",1130,4020,1081,2950
"G3205100","2000","4","8","Nevada","32","Carson City","510",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carson City",6178,20839,6030,19410
"G3300010","2000","1","1","New Hampshire","33","Belknap","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Belknap County",6855,20973,6480,22017
"G3300030","2000","1","1","New Hampshire","33","Carroll","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",5018,16421,4861,17366
"G3300050","2000","1","1","New Hampshire","33","Cheshire","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cheshire County",8869,27231,8203,29522
"G3300070","2000","1","1","New Hampshire","33","Coos","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Coos County",3906,12305,3657,13243
"G3300090","2000","1","1","New Hampshire","33","Grafton","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grafton County",9196,30909,8691,32947
"G3300110","2000","1","1","New Hampshire","33","Hillsborough","011",,,,,,,,,,,,,"####","####","1123",,,,,,,"Hillsborough County",51509,136545,48571,144216
"G3300130","2000","1","1","New Hampshire","33","Merrimack","013",,,,,,,,,,,,,"####","####","9999",,,,,,,"Merrimack County",17600,49432,16269,52924
"G3300150","2000","1","1","New Hampshire","33","Rockingham","015",,,,,,,,,,,,,"####","####","1123",,,,,,,"Rockingham County",37173,99676,35945,104565
"G3300170","2000","1","1","New Hampshire","33","Strafford","017",,,,,,,,,,,,,"####","####","1123",,,,,,,"Strafford County",13653,40946,12806,44828
"G3300190","2000","1","1","New Hampshire","33","Sullivan","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sullivan County",5018,14905,4621,15914
"G3400010","2000","1","2","New Jersey","34","Atlantic","001",,,,,,,,,,,,,"6162","0560","9999",,,,,,,"Atlantic County",32779,89044,31195,99534
"G3400030","2000","1","2","New Jersey","34","Bergen","003",,,,,,,,,,,,,"5602","0875","9999",,,,,,,"Bergen County",103899,321102,98538,360579
"G3400050","2000","1","2","New Jersey","34","Burlington","005",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Burlington County",54401,154961,51902,162130
"G3400070","2000","1","2","New Jersey","34","Camden","007",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Camden County",69936,175552,65930,197514
"G3400090","2000","1","2","New Jersey","34","Cape May","009",,,,,,,,,,,,,"6162","0560","9999",,,,,,,"Cape May County",11620,37355,11206,42145
"G3400110","2000","1","2","New Jersey","34","Cumberland","011",,,,,,,,,,,,,"6162","8760","9999",,,,,,,"Cumberland County",19334,55391,17846,53867
"G3400130","2000","1","2","New Jersey","34","Essex","013",,,,,,,,,,,,,"5602","5640","9999",,,,,,,"Essex County",104994,271587,100994,316058
"G3400150","2000","1","2","New Jersey","34","Gloucester","015",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Gloucester County",34539,88702,32514,98918
"G3400170","2000","1","2","New Jersey","34","Hudson","017",,,,,,,,,,,,,"5602","3640","9999",,,,,,,"Hudson County",70240,228292,66689,243754
"G3400190","2000","1","2","New Jersey","34","Hunterdon","019",,,,,,,,,,,,,"5602","5015","9999",,,,,,,"Hunterdon County",16113,44192,15203,46481
"G3400210","2000","1","2","New Jersey","34","Mercer","021",,,,,,,,,,,,,"5602","8480","9999",,,,,,,"Mercer County",42720,127441,40961,139639
"G3400230","2000","1","2","New Jersey","34","Middlesex","023",,,,,,,,,,,,,"5602","5015","9999",,,,,,,"Middlesex County",91489,276071,85474,297128
"G3400250","2000","1","2","New Jersey","34","Monmouth","025",,,,,,,,,,,,,"5602","5190","9999",,,,,,,"Monmouth County",82048,216644,78061,238548
"G3400270","2000","1","2","New Jersey","34","Morris","027",,,,,,,,,,,,,"5602","5640","9999",,,,,,,"Morris County",59968,169892,56320,184032
"G3400290","2000","1","2","New Jersey","34","Ocean","029",,,,,,,,,,,,,"5602","5190","9999",,,,,,,"Ocean County",61288,181420,57621,210587
"G3400310","2000","1","2","New Jersey","34","Passaic","031",,,,,,,,,,,,,"5602","0875","9999",,,,,,,"Passaic County",64483,171836,62532,190198
"G3400330","2000","1","2","New Jersey","34","Salem","033",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Salem County",8367,22621,8076,25221
"G3400350","2000","1","2","New Jersey","34","Somerset","035",,,,,,,,,,,,,"5602","5015","9999",,,,,,,"Somerset County",39287,106127,36667,115409
"G3400370","2000","1","2","New Jersey","34","Sussex","037",,,,,,,,,,,,,"5602","5640","9999",,,,,,,"Sussex County",20618,50765,19517,53266
"G3400390","2000","1","2","New Jersey","34","Union","039",,,,,,,,,,,,,"5602","5640","9999",,,,,,,"Union County",66348,184551,63146,208496
"G3400410","2000","1","2","New Jersey","34","Warren","041",,,,,,,,,,,,,"5602","5640","9999",,,,,,,"Warren County",13786,36190,12825,39636
"G3500010","2000","4","8","New Mexico","35","Bernalillo","001",,,,,,,,,,,,,"0200","9999","9999",,,,,,,"Bernalillo County",70735,199637,69885,216421
"G3500030","2000","4","8","New Mexico","35","Catron","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Catron County",411,1413,328,1391
"G3500050","2000","4","8","New Mexico","35","Chaves","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chaves County",9206,20795,8606,22775
"G3500060","2000","4","8","New Mexico","35","Cibola","006",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cibola County",3958,8486,3894,9257
"G3500070","2000","4","8","New Mexico","35","Colfax","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Colfax County",1955,5250,1606,5378
"G3500090","2000","4","8","New Mexico","35","Curry","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Curry County",6988,15323,6566,16167
"G3500110","2000","4","8","New Mexico","35","De Baca","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"De Baca County",278,812,258,892
"G3500130","2000","4","8","New Mexico","35","Dona Ana","013",,,,,,,,,,,,,"4100","9999","9999",,,,,,,"Dona Ana County",26104,59292,25727,63559
"G3500150","2000","4","8","New Mexico","35","Eddy","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Eddy County",7675,17598,7160,19225
"G3500170","2000","4","8","New Mexico","35","Grant","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grant County",4196,10960,3922,11924
"G3500190","2000","4","8","New Mexico","35","Guadalupe","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Guadalupe County",600,1979,543,1558
"G3500210","2000","4","8","New Mexico","35","Harding","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Harding County",89,320,74,327
"G3500230","2000","4","8","New Mexico","35","Hidalgo","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hidalgo County",969,1996,915,2052
"G3500250","2000","4","8","New Mexico","35","Lea","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lea County",8488,19177,8241,19605
"G3500270","2000","4","8","New Mexico","35","Lincoln","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lincoln County",2221,7241,2184,7765
"G3500280","2000","4","8","New Mexico","35","Los Alamos","028",,,,,,,,,,,,,"7490","9999","9999",,,,,,,"Los Alamos County",2572,6770,2177,6824
"G3500290","2000","4","8","New Mexico","35","Luna","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Luna County",3633,8437,3848,9098
"G3500310","2000","4","8","New Mexico","35","McKinley","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McKinley County",14223,21891,14145,24539
"G3500330","2000","4","8","New Mexico","35","Mora","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mora County",739,1905,652,1884
"G3500350","2000","4","8","New Mexico","35","Otero","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Otero County",9194,21588,9157,22359
"G3500370","2000","4","8","New Mexico","35","Quay","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Quay County",1307,3607,1223,4018
"G3500390","2000","4","8","New Mexico","35","Rio Arriba","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Rio Arriba County",5932,14553,5820,14885
"G3500410","2000","4","8","New Mexico","35","Roosevelt","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Roosevelt County",2591,6223,2432,6772
"G3500430","2000","4","8","New Mexico","35","Sandoval","043",,,,,,,,,,,,,"0200","9999","9999",,,,,,,"Sandoval County",13326,30027,13279,33276
"G3500450","2000","4","8","New Mexico","35","San Juan","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"San Juan County",19353,37309,17731,39408
"G3500470","2000","4","8","New Mexico","35","San Miguel","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"San Miguel County",4206,10517,4098,11305
"G3500490","2000","4","8","New Mexico","35","Santa Fe","049",,,,,,,,,,,,,"7490","9999","9999",,,,,,,"Santa Fe County",15879,47236,15108,51069
"G3500510","2000","4","8","New Mexico","35","Sierra","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sierra County",1369,5253,1282,5366
"G3500530","2000","4","8","New Mexico","35","Socorro","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Socorro County",2586,6585,2510,6397
"G3500550","2000","4","8","New Mexico","35","Taos","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Taos County",3759,10941,3585,11694
"G3500570","2000","4","8","New Mexico","35","Torrance","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Torrance County",2760,6096,2361,5694
