GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,HV5001,HV5002,HV5003,HV5004
"G1700690","2000","2","3","Illinois","17","Hardin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hardin County",502,1893,481,1924
"G1700710","2000","2","3","Illinois","17","Henderson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Henderson County",950,3132,963,3168
"G1700730","2000","2","3","Illinois","17","Henry","073",,,,,,,,,,,,,"1960","9999","9999",,,,,,,"Henry County",6630,18335,6279,19776
"G1700750","2000","2","3","Illinois","17","Iroquois","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Iroquois County",4155,11194,3834,12151
"G1700770","2000","2","3","Illinois","17","Jackson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",5881,24460,5558,23713
"G1700790","2000","2","3","Illinois","17","Jasper","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jasper County",1286,3650,1334,3847
"G1700810","2000","2","3","Illinois","17","Jefferson","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",4980,15446,4742,14877
"G1700830","2000","2","3","Illinois","17","Jersey","083",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Jersey County",2832,7744,2687,8405
"G1700850","2000","2","3","Illinois","17","Jo Daviess","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jo Daviess County",2682,8433,2467,8707
"G1700870","2000","2","3","Illinois","17","Johnson","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Johnson County",1244,6464,1146,4024
"G1700890","2000","2","3","Illinois","17","Kane","089",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Kane County",62669,139893,59617,141940
"G1700910","2000","2","3","Illinois","17","Kankakee","091",,,,,,,,,,,,,"1602","3740","9999",,,,,,,"Kankakee County",14657,36351,13420,39405
"G1700930","2000","2","3","Illinois","17","Kendall","093",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Kendall County",8252,18890,7840,19562
"G1700950","2000","2","3","Illinois","17","Knox","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Knox County",6447,21309,5801,22279
"G1700970","2000","2","3","Illinois","17","Lake","097",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Lake County",96832,226580,92260,228684
"G1700990","2000","2","3","Illinois","17","La Salle","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"La Salle County",14325,40992,13718,42474
"G1701010","2000","2","3","Illinois","17","Lawrence","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",1814,5573,1685,6380
"G1701030","2000","2","3","Illinois","17","Lee","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lee County",4532,13934,4196,13400
"G1701050","2000","2","3","Illinois","17","Livingston","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Livingston County",5077,14509,4824,15268
"G1701070","2000","2","3","Illinois","17","Logan","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Logan County",3509,12064,3312,12298
"G1701090","2000","2","3","Illinois","17","McDonough","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McDonough County",2955,12994,2876,14088
"G1701110","2000","2","3","Illinois","17","McHenry","111",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"McHenry County",40579,89807,38007,91684
"G1701130","2000","2","3","Illinois","17","McLean","113",,,,,,,,,,,,,"1040","9999","9999",,,,,,,"McLean County",17931,54583,17273,60646
"G1701150","2000","2","3","Illinois","17","Macon","115",,,,,,,,,,,,,"2040","9999","9999",,,,,,,"Macon County",14360,40305,13784,46257
"G1701170","2000","2","3","Illinois","17","Macoupin","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Macoupin County",6369,17569,5754,19327
"G1701190","2000","2","3","Illinois","17","Madison","119",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Madison County",33264,91473,31237,102967
"G1701210","2000","2","3","Illinois","17","Marion","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marion County",5525,14532,5088,16546
"G1701230","2000","2","3","Illinois","17","Marshall","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marshall County",1576,4914,1505,5185
"G1701250","2000","2","3","Illinois","17","Mason","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mason County",2020,5846,1879,6293
"G1701270","2000","2","3","Illinois","17","Massac","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Massac County",1856,5482,1622,6201
"G1701290","2000","2","3","Illinois","17","Menard","129",,,,,,,,,,,,,"7880","9999","9999",,,,,,,"Menard County",1733,4392,1590,4771
"G1701310","2000","2","3","Illinois","17","Mercer","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mercer County",2162,6163,2027,6605
"G1701330","2000","2","3","Illinois","17","Monroe","133",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"Monroe County",3780,9832,3539,10468
"G1701350","2000","2","3","Illinois","17","Montgomery","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Montgomery County",3727,12036,3509,11380
"G1701370","2000","2","3","Illinois","17","Morgan","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Morgan County",4260,13909,4039,14408
"G1701390","2000","2","3","Illinois","17","Moultrie","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Moultrie County",1872,4991,1778,5646
"G1701410","2000","2","3","Illinois","17","Ogle","141",,,,,,,,,,,,,"6880","9999","9999",,,,,,,"Ogle County",7221,18174,6784,18853
"G1701430","2000","2","3","Illinois","17","Peoria","143",,,,,,,,,,,,,"6120","9999","9999",,,,,,,"Peoria County",23542,64298,22502,73091
"G1701450","2000","2","3","Illinois","17","Perry","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perry County",2563,9678,2491,8362
"G1701470","2000","2","3","Illinois","17","Piatt","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Piatt County",2115,5862,2014,6374
"G1701490","2000","2","3","Illinois","17","Pike","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pike County",2160,6420,2022,6782
"G1701510","2000","2","3","Illinois","17","Pope","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pope County",491,1740,460,1722
"G1701530","2000","2","3","Illinois","17","Pulaski","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pulaski County",1061,2515,951,2821
"G1701550","2000","2","3","Illinois","17","Putnam","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Putnam County",764,2207,762,2353
"G1701570","2000","2","3","Illinois","17","Randolph","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Randolph County",3794,14390,3719,11990
"G1701590","2000","2","3","Illinois","17","Richland","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Richland County",2020,5753,1944,6432
"G1701610","2000","2","3","Illinois","17","Rock Island","161",,,,,,,,,,,,,"1960","9999","9999",,,,,,,"Rock Island County",18110,54327,17416,59521
"G1701630","2000","2","3","Illinois","17","St Clair","163",,,,,,,,,,,,,"7040","9999","9999",,,,,,,"St. Clair County",36108,86248,34847,98879
"G1701650","2000","2","3","Illinois","17","Saline","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Saline County",3428,9426,3000,10879
"G1701670","2000","2","3","Illinois","17","Sangamon","167",,,,,,,,,,,,,"7880","9999","9999",,,,,,,"Sangamon County",23977,65946,23103,75925
"G1701690","2000","2","3","Illinois","17","Schuyler","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Schuyler County",874,2687,791,2837
"G1701710","2000","2","3","Illinois","17","Scott","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Scott County",667,1980,712,2178
"G1701730","2000","2","3","Illinois","17","Shelby","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Shelby County",2921,8346,2778,8848
"G1701750","2000","2","3","Illinois","17","Stark","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stark County",815,2238,774,2505
"G1701770","2000","2","3","Illinois","17","Stephenson","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stephenson County",6182,17399,6178,19220
"G1701790","2000","2","3","Illinois","17","Tazewell","179",,,,,,,,,,,,,"6120","9999","9999",,,,,,,"Tazewell County",16153,47072,15100,50160
"G1701810","2000","2","3","Illinois","17","Union","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",2181,6706,2069,7337
"G1701830","2000","2","3","Illinois","17","Vermilion","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Vermilion County",10676,30723,10263,32257
"G1701850","2000","2","3","Illinois","17","Wabash","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wabash County",1671,4721,1461,5084
"G1701870","2000","2","3","Illinois","17","Warren","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Warren County",2192,6835,2137,7571
"G1701890","2000","2","3","Illinois","17","Washington","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Washington County",1982,5524,1843,5799
"G1701910","2000","2","3","Illinois","17","Wayne","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wayne County",2159,6198,1918,6876
"G1701930","2000","2","3","Illinois","17","White","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"White County",1614,5685,1686,6386
"G1701950","2000","2","3","Illinois","17","Whiteside","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Whiteside County",7775,21917,7460,23501
"G1701970","2000","2","3","Illinois","17","Will","197",,,,,,,,,,,,,"1602","1600","9999",,,,,,,"Will County",77704,173504,72681,178377
"G1701990","2000","2","3","Illinois","17","Williamson","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Williamson County",7174,22553,6873,24696
"G1702010","2000","2","3","Illinois","17","Winnebago","201",,,,,,,,,,,,,"6880","9999","9999",,,,,,,"Winnebago County",37477,98323,36029,106589
"G1702030","2000","2","3","Illinois","17","Woodford","203",,,,,,,,,,,,,"6120","9999","9999",,,,,,,"Woodford County",4875,12538,4607,13449
"G1800010","2000","2","3","Indiana","18","Adams","001",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Adams County",5396,11198,5086,11945
"G1800030","2000","2","3","Indiana","18","Allen","003",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Allen County",47092,115490,44654,124613
"G1800050","2000","2","3","Indiana","18","Bartholomew","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bartholomew County",9599,25436,9250,27150
"G1800070","2000","2","3","Indiana","18","Benton","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Benton County",1386,3286,1204,3545
"G1800090","2000","2","3","Indiana","18","Blackford","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Blackford County",1832,5071,1639,5506
"G1800110","2000","2","3","Indiana","18","Boone","011",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Boone County",6692,15717,6347,17351
"G1800130","2000","2","3","Indiana","18","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brown County",1826,5687,1663,5781
"G1800150","2000","2","3","Indiana","18","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",2750,7320,2563,7532
"G1800170","2000","2","3","Indiana","18","Cass","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cass County",5649,14951,4908,15422
"G1800190","2000","2","3","Indiana","18","Clark","019",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Clark County",11980,34991,11383,38118
"G1800210","2000","2","3","Indiana","18","Clay","021",,,,,,,,,,,,,"8320","9999","9999",,,,,,,"Clay County",3399,9402,3551,10204
"G1800230","2000","2","3","Indiana","18","Clinton","023",,,,,,,,,,,,,"3920","9999","9999",,,,,,,"Clinton County",4760,11894,4496,12716
"G1800250","2000","2","3","Indiana","18","Crawford","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Crawford County",1465,3942,1284,4052
"G1800270","2000","2","3","Indiana","18","Daviess","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Daviess County",4478,10229,4172,10941
"G1800290","2000","2","3","Indiana","18","Dearborn","029",,,,,,,,,,,,,"1642","1640","9999",,,,,,,"Dearborn County",6481,16304,6257,17067
"G1800310","2000","2","3","Indiana","18","Decatur","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Decatur County",3337,8794,3120,9304
"G1800330","2000","2","3","Indiana","18","DeKalb","033",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"DeKalb County",5910,14177,5434,14764
"G1800350","2000","2","3","Indiana","18","Delaware","035",,,,,,,,,,,,,"5280","9999","9999",,,,,,,"Delaware County",13322,43557,12974,48916
"G1800370","2000","2","3","Indiana","18","Dubois","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dubois County",5462,14103,5404,14705
"G1800390","2000","2","3","Indiana","18","Elkhart","039",,,,,,,,,,,,,"2330","9999","9999",,,,,,,"Elkhart County",27049,63481,25677,66584
"G1800410","2000","2","3","Indiana","18","Fayette","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fayette County",3186,9176,3052,10174
"G1800430","2000","2","3","Indiana","18","Floyd","043",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Floyd County",9348,24875,8942,27658
"G1800450","2000","2","3","Indiana","18","Fountain","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fountain County",2523,6400,2191,6840
"G1800470","2000","2","3","Indiana","18","Franklin","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",3172,7876,3052,8051
"G1800490","2000","2","3","Indiana","18","Fulton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fulton County",2706,7359,2588,7858
"G1800510","2000","2","3","Indiana","18","Gibson","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gibson County",4107,11762,3968,12663
"G1800530","2000","2","3","Indiana","18","Grant","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grant County",8927,26160,8443,29873
"G1800550","2000","2","3","Indiana","18","Greene","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",4277,12060,3923,12897
"G1800570","2000","2","3","Indiana","18","Hamilton","057",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Hamilton County",28705,61157,27466,65412
"G1800590","2000","2","3","Indiana","18","Hancock","059",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Hancock County",7498,19767,7142,20984
"G1800610","2000","2","3","Indiana","18","Harrison","061",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Harrison County",4528,12521,4411,12865
"G1800630","2000","2","3","Indiana","18","Hendricks","063",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Hendricks County",14857,37357,14278,37601
"G1800650","2000","2","3","Indiana","18","Henry","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Henry County",5891,17470,5815,19332
"G1800670","2000","2","3","Indiana","18","Howard","067",,,,,,,,,,,,,"3850","9999","9999",,,,,,,"Howard County",11179,30026,10574,33185
"G1800690","2000","2","3","Indiana","18","Huntington","069",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Huntington County",5148,13451,4813,14663
"G1800710","2000","2","3","Indiana","18","Jackson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",5405,14941,5168,15821
"G1800730","2000","2","3","Indiana","18","Jasper","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jasper County",4392,10603,3864,11184
"G1800750","2000","2","3","Indiana","18","Jay","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jay County",3035,7663,2837,8271
"G1800770","2000","2","3","Indiana","18","Jefferson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",3980,11725,3751,12249
"G1800790","2000","2","3","Indiana","18","Jennings","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jennings County",3902,9862,3726,10064
"G1800810","2000","2","3","Indiana","18","Johnson","081",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Johnson County",15996,40344,15312,43557
"G1800830","2000","2","3","Indiana","18","Knox","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Knox County",4649,14686,4373,15548
"G1800850","2000","2","3","Indiana","18","Kosciusko","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kosciusko County",10599,26349,9910,27199
"G1800870","2000","2","3","Indiana","18","Lagrange","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"LaGrange County",6229,11473,5531,11676
"G1800890","2000","2","3","Indiana","18","Lake","089",,,,,,,,,,,,,"1602","2960","9999",,,,,,,"Lake County",66208,166704,63557,188095
"G1800910","2000","2","3","Indiana","18","LaPorte","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"LaPorte County",13956,42474,13035,40641
"G1800930","2000","2","3","Indiana","18","Lawrence","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",5868,16554,5403,18097
"G1800950","2000","2","3","Indiana","18","Madison","095",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Madison County",16436,49316,15286,52320
"G1800970","2000","2","3","Indiana","18","Marion","097",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Marion County",112682,302148,108592,337032
"G1800990","2000","2","3","Indiana","18","Marshall","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marshall County",6637,15861,5993,16637
"G1801010","2000","2","3","Indiana","18","Martin","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Martin County",1390,3892,1222,3865
"G1801030","2000","2","3","Indiana","18","Miami","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Miami County",4680,13499,4684,13219
"G1801050","2000","2","3","Indiana","18","Monroe","105",,,,,,,,,,,,,"1020","9999","9999",,,,,,,"Monroe County",11058,47888,10508,51109
"G1801070","2000","2","3","Indiana","18","Montgomery","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Montgomery County",5026,13740,4714,14149
"G1801090","2000","2","3","Indiana","18","Morgan","109",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Morgan County",9422,23825,8717,24725
"G1801110","2000","2","3","Indiana","18","Newton","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Newton County",1984,5268,1875,5439
"G1801130","2000","2","3","Indiana","18","Noble","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Noble County",6851,16434,6523,16467
"G1801150","2000","2","3","Indiana","18","Ohio","115",,,,,,,,,,,,,"1642","1640","9999",,,,,,,"Ohio County",693,2071,703,2156
"G1801170","2000","2","3","Indiana","18","Orange","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Orange County",2578,6991,2386,7351
"G1801190","2000","2","3","Indiana","18","Owen","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Owen County",2961,7891,2846,8088
"G1801210","2000","2","3","Indiana","18","Parke","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Parke County",2222,6059,1914,7046
"G1801230","2000","2","3","Indiana","18","Perry","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perry County",2180,7522,2159,7038
"G1801250","2000","2","3","Indiana","18","Pike","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pike County",1673,4796,1404,4964
"G1801270","2000","2","3","Indiana","18","Porter","127",,,,,,,,,,,,,"1602","2960","9999",,,,,,,"Porter County",19060,52983,18570,56185
"G1801290","2000","2","3","Indiana","18","Posey","129",,,,,,,,,,,,,"2440","9999","9999",,,,,,,"Posey County",3851,9652,3538,10020
"G1801310","2000","2","3","Indiana","18","Pulaski","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Pulaski County",1909,5034,1789,5023
"G1801330","2000","2","3","Indiana","18","Putnam","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Putnam County",4388,14363,4137,13131
"G1801350","2000","2","3","Indiana","18","Randolph","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Randolph County",3561,9867,3360,10613
"G1801370","2000","2","3","Indiana","18","Ripley","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Ripley County",3769,9214,3683,9857
"G1801390","2000","2","3","Indiana","18","Rush","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Rush County",2468,6435,2407,6951
"G1801410","2000","2","3","Indiana","18","St Joseph","141",,,,,,,,,,,,,"7800","9999","9999",,,,,,,"St. Joseph County",35009,93045,33291,104214
"G1801430","2000","2","3","Indiana","18","Scott","143",,,,,,,,,,,,,"4520","9999","9999",,,,,,,"Scott County",3080,8269,2940,8671
"G1801450","2000","2","3","Indiana","18","Shelby","145",,,,,,,,,,,,,"3480","9999","9999",,,,,,,"Shelby County",5829,15580,5726,16310
"G1801470","2000","2","3","Indiana","18","Spencer","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Spencer County",2730,7482,2675,7504
"G1801490","2000","2","3","Indiana","18","Starke","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Starke County",3224,8446,3066,8820
"G1801510","2000","2","3","Indiana","18","Steuben","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Steuben County",4438,12406,4074,12296
"G1801530","2000","2","3","Indiana","18","Sullivan","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sullivan County",2562,9038,2356,7795
"G1801550","2000","2","3","Indiana","18","Switzerland","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Switzerland County",1273,3353,1101,3338
"G1801570","2000","2","3","Indiana","18","Tippecanoe","157",,,,,,,,,,,,,"3920","9999","9999",,,,,,,"Tippecanoe County",15804,60251,15278,57622
"G1801590","2000","2","3","Indiana","18","Tipton","159",,,,,,,,,,,,,"3850","9999","9999",,,,,,,"Tipton County",2147,5929,2003,6498
"G1801610","2000","2","3","Indiana","18","Union","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",1043,2574,958,2774
"G1801630","2000","2","3","Indiana","18","Vanderburgh","163",,,,,,,,,,,,,"2440","9999","9999",,,,,,,"Vanderburgh County",20047,61244,19686,70945
"G1801650","2000","2","3","Indiana","18","Vermillion","165",,,,,,,,,,,,,"8320","9999","9999",,,,,,,"Vermillion County",2037,6137,1958,6656
"G1801670","2000","2","3","Indiana","18","Vigo","167",,,,,,,,,,,,,"8320","9999","9999",,,,,,,"Vigo County",12525,39788,11617,41918
"G1801690","2000","2","3","Indiana","18","Wabash","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wabash County",4365,12568,4213,13814
"G1801710","2000","2","3","Indiana","18","Warren","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Warren County",1225,3047,985,3162
"G1801730","2000","2","3","Indiana","18","Warrick","173",,,,,,,,,,,,,"2440","9999","9999",,,,,,,"Warrick County",7231,18441,6829,19882
"G1801750","2000","2","3","Indiana","18","Washington","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Washington County",3755,9852,3462,10154
"G1801770","2000","2","3","Indiana","18","Wayne","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wayne County",9033,25398,8149,28517
"G1801790","2000","2","3","Indiana","18","Wells","179",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Wells County",3931,9654,3618,10397
"G1801810","2000","2","3","Indiana","18","White","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"White County",3400,9126,3090,9651
"G1801830","2000","2","3","Indiana","18","Whitley","183",,,,,,,,,,,,,"2760","9999","9999",,,,,,,"Whitley County",4215,11036,4012,11444
"G1900010","2000","2","4","Iowa","19","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Adair County",989,3004,986,3264
"G1900030","2000","2","4","Iowa","19","Adams","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Adams County",558,1648,508,1768
"G1900050","2000","2","4","Iowa","19","Allamakee","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Allamakee County",1930,5440,1811,5494
"G1900070","2000","2","4","Iowa","19","Appanoose","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Appanoose County",1622,4927,1645,5527
"G1900090","2000","2","4","Iowa","19","Audubon","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Audubon County",876,2393,883,2678
"G1900110","2000","2","4","Iowa","19","Benton","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Benton County",3690,9026,3226,9366
"G1900130","2000","2","4","Iowa","19","Black Hawk","013",,,,,,,,,,,,,"8920","9999","9999",,,,,,,"Black Hawk County",15143,46348,14369,52152
"G1900150","2000","2","4","Iowa","19","Boone","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Boone County",3408,9422,3086,10308
"G1900170","2000","2","4","Iowa","19","Bremer","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bremer County",2918,8338,2704,9365
"G1900190","2000","2","4","Iowa","19","Buchanan","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Buchanan County",3212,7295,2809,7777
"G1900210","2000","2","4","Iowa","19","Buena Vista","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Buena Vista County",2687,7536,2487,7701
"G1900230","2000","2","4","Iowa","19","Butler","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Butler County",1911,5588,1850,5956
"G1900250","2000","2","4","Iowa","19","Calhoun","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Calhoun County",1300,4231,1249,4335
"G1900270","2000","2","4","Iowa","19","Carroll","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",2983,7451,2798,8189
"G1900290","2000","2","4","Iowa","19","Cass","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cass County",1757,5330,1722,5875
"G1900310","2000","2","4","Iowa","19","Cedar","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cedar County",2388,6600,2205,6994
"G1900330","2000","2","4","Iowa","19","Cerro Gordo","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cerro Gordo County",5579,16546,5556,18766
"G1900350","2000","2","4","Iowa","19","Cherokee","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cherokee County",1657,4779,1533,5066
"G1900370","2000","2","4","Iowa","19","Chickasaw","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chickasaw County",1798,4782,1612,4903
"G1900390","2000","2","4","Iowa","19","Clarke","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clarke County",1222,3267,1170,3474
"G1900410","2000","2","4","Iowa","19","Clay","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",2161,6220,2124,6867
"G1900430","2000","2","4","Iowa","19","Clayton","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clayton County",2389,6803,2337,7149
"G1900450","2000","2","4","Iowa","19","Clinton","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clinton County",6597,17833,6256,19463
"G1900470","2000","2","4","Iowa","19","Crawford","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Crawford County",2382,6172,2119,6269
"G1900490","2000","2","4","Iowa","19","Dallas","049",,,,,,,,,,,,,"2120","9999","9999",,,,,,,"Dallas County",6053,14156,5426,15115
"G1900510","2000","2","4","Iowa","19","Davis","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Davis County",1190,3027,1135,3189
